Index Name,pe,pb,divYield,DATE
Nifty 50,18.03,2.99,1.51,2011-10-10
Nifty 50,18.01,2.98,1.52,2011-10-11
Nifty 50,18.43,3.06,1.48,2011-10-12
Nifty 50,18.35,3.04,1.49,2011-10-13
Nifty 50,18.55,3.08,1.47,2011-10-14
Nifty 50,18.50,3.07,1.47,2011-10-17
Nifty 50,18.00,3.02,1.50,2011-10-18
Nifty 50,18.36,3.08,1.47,2011-10-19
Nifty 50,18.14,3.05,1.48,2011-10-20
Nifty 50,17.99,3.03,1.49,2011-10-21
Nifty 50,18.10,3.06,1.48,2011-10-24
Nifty 50,18.39,3.11,1.45,2011-10-25
Nifty 50,18.43,3.12,1.45,2011-10-26
Nifty 50,19.03,3.21,1.41,2011-10-28
Nifty 50,18.90,3.19,1.42,2011-10-31
Nifty 50,19.04,3.15,1.43,2011-11-01
Nifty 50,19.04,3.15,1.43,2011-11-02
Nifty 50,19.06,3.16,1.43,2011-11-03
Nifty 50,19.21,3.17,1.43,2011-11-04
Nifty 50,19.11,3.17,1.43,2011-11-08
Nifty 50,18.78,3.13,1.44,2011-11-09
Nifty 50,18.61,3.10,1.46,2011-11-11
Nifty 50,18.59,3.09,1.47,2011-11-14
Nifty 50,18.35,3.04,1.49,2011-11-15
Nifty 50,18.21,3.02,1.50,2011-11-16
Nifty 50,17.87,2.96,1.53,2011-11-17
Nifty 50,17.76,2.94,1.54,2011-11-18
Nifty 50,17.30,2.87,1.58,2011-11-21
Nifty 50,17.42,2.89,1.57,2011-11-22
Nifty 50,17.04,2.82,1.60,2011-11-23
Nifty 50,17.22,2.85,1.59,2011-11-24
Nifty 50,17.05,2.82,1.60,2011-11-25
Nifty 50,17.56,2.91,1.55,2011-11-28
Nifty 50,17.40,2.87,1.57,2011-11-29
Nifty 50,17.49,2.89,1.56,2011-11-30
Nifty 50,17.87,2.95,1.53,2011-12-01
Nifty 50,18.28,3.01,1.49,2011-12-02
Nifty 50,18.24,3.01,1.50,2011-12-05
Nifty 50,18.33,3.02,1.49,2011-12-07
Nifty 50,17.90,2.95,1.53,2011-12-08
Nifty 50,17.62,2.90,1.55,2011-12-09
Nifty 50,17.25,2.84,1.58,2011-12-12
Nifty 50,17.38,2.87,1.57,2011-12-13
Nifty 50,17.25,2.84,1.58,2011-12-14
Nifty 50,17.19,2.83,1.59,2011-12-15
Nifty 50,16.84,2.78,1.62,2011-12-16
Nifty 50,16.71,2.75,1.64,2011-12-19
Nifty 50,16.46,2.71,1.66,2011-12-20
Nifty 50,17.00,2.80,1.61,2011-12-21
Nifty 50,17.14,2.83,1.59,2011-12-22
Nifty 50,17.07,2.81,1.60,2011-12-23
Nifty 50,17.31,2.85,1.58,2011-12-26
Nifty 50,17.20,2.84,1.59,2011-12-27
Nifty 50,17.04,2.81,1.60,2011-12-28
Nifty 50,16.83,2.77,1.62,2011-12-29
Nifty 50,16.75,2.76,1.63,2011-12-30
Nifty 50,16.79,2.77,1.63,2012-01-02
Nifty 50,17.26,2.82,1.60,2012-01-03
Nifty 50,17.20,2.81,1.60,2012-01-04
Nifty 50,17.20,2.80,1.60,2012-01-05
Nifty 50,17.22,2.80,1.60,2012-01-06
Nifty 50,17.19,2.80,1.60,2012-01-07
Nifty 50,17.18,2.79,1.60,2012-01-09
Nifty 50,17.56,2.86,1.57,2012-01-10
Nifty 50,17.61,2.86,1.57,2012-01-11
Nifty 50,17.50,2.85,1.58,2012-01-12
Nifty 50,17.50,2.87,1.56,2012-01-13
Nifty 50,17.53,2.87,1.56,2012-01-16
Nifty 50,17.85,2.92,1.53,2012-01-17
Nifty 50,17.81,2.90,1.54,2012-01-18
Nifty 50,18.03,2.94,1.53,2012-01-19
Nifty 50,18.14,2.96,1.52,2012-01-20
Nifty 50,18.14,2.96,1.52,2012-01-23
Nifty 50,18.28,3.01,1.49,2012-01-24
Nifty 50,18.38,2.99,1.51,2012-01-25
Nifty 50,18.55,3.02,1.49,2012-01-27
Nifty 50,18.13,2.95,1.53,2012-01-30
Nifty 50,18.53,3.02,1.49,2012-01-31
Nifty 50,18.66,3.04,1.48,2012-02-01
Nifty 50,18.77,3.06,1.47,2012-02-02
Nifty 50,18.97,3.03,1.48,2012-02-03
Nifty 50,19.13,3.05,1.47,2012-02-06
Nifty 50,19.02,3.04,1.47,2012-02-07
Nifty 50,19.14,3.04,1.48,2012-02-08
Nifty 50,19.30,3.06,1.45,2012-02-09
Nifty 50,19.00,3.02,1.47,2012-02-10
Nifty 50,18.94,3.03,1.47,2012-02-13
Nifty 50,18.95,3.04,1.46,2012-02-14
Nifty 50,19.35,3.11,1.43,2012-02-15
Nifty 50,19.34,3.10,1.43,2012-02-16
Nifty 50,19.49,3.12,1.42,2012-02-17
Nifty 50,19.64,3.16,1.41,2012-02-21
Nifty 50,19.29,3.10,1.44,2012-02-22
Nifty 50,19.21,3.09,1.44,2012-02-23
Nifty 50,19.02,3.06,1.46,2012-02-24
Nifty 50,18.50,2.98,1.50,2012-02-27
Nifty 50,19.05,3.03,1.47,2012-02-28
Nifty 50,19.09,3.04,1.47,2012-02-29
Nifty 50,18.92,3.01,1.48,2012-03-01
Nifty 50,18.99,3.04,1.48,2012-03-02
Nifty 50,18.99,3.04,1.48,2012-03-03
Nifty 50,18.71,2.99,1.50,2012-03-05
Nifty 50,18.51,2.96,1.52,2012-03-06
Nifty 50,18.50,2.96,1.52,2012-03-07
Nifty 50,18.90,3.02,1.48,2012-03-09
Nifty 50,18.94,3.05,1.49,2012-03-12
Nifty 50,19.18,3.09,1.47,2012-03-13
Nifty 50,19.31,3.10,1.46,2012-03-14
Nifty 50,19.01,3.06,1.48,2012-03-15
Nifty 50,18.79,3.02,1.50,2012-03-16
Nifty 50,18.58,2.99,1.51,2012-03-19
Nifty 50,18.64,3.00,1.51,2012-03-20
Nifty 50,18.96,3.05,1.48,2012-03-21
Nifty 50,18.47,2.97,1.52,2012-03-22
Nifty 50,18.65,3.00,1.51,2012-03-23
Nifty 50,18.32,2.95,1.54,2012-03-26
Nifty 50,18.53,2.98,1.52,2012-03-27
Nifty 50,18.36,2.95,1.53,2012-03-28
Nifty 50,18.30,2.94,1.54,2012-03-29
Nifty 50,18.71,3.01,1.50,2012-03-30
Nifty 50,18.79,3.02,1.50,2012-04-02
Nifty 50,18.93,3.04,1.49,2012-04-03
Nifty 50,18.81,3.02,1.50,2012-04-04
Nifty 50,18.50,2.97,1.52,2012-04-09
Nifty 50,18.53,2.98,1.52,2012-04-10
Nifty 50,18.47,2.97,1.52,2012-04-11
Nifty 50,18.65,3.00,1.51,2012-04-12
Nifty 50,18.30,2.96,1.53,2012-04-13
Nifty 50,18.41,2.98,1.52,2012-04-16
Nifty 50,18.63,3.01,1.50,2012-04-17
Nifty 50,18.67,3.02,1.50,2012-04-18
Nifty 50,18.72,3.04,1.49,2012-04-19
Nifty 50,18.58,3.02,1.50,2012-04-20
Nifty 50,18.26,2.96,1.53,2012-04-23
Nifty 50,18.34,2.98,1.52,2012-04-24
Nifty 50,18.27,2.96,1.53,2012-04-25
Nifty 50,18.22,2.96,1.53,2012-04-26
Nifty 50,17.93,3.04,1.54,2012-04-27
Nifty 50,17.99,3.05,1.54,2012-04-28
Nifty 50,18.12,3.08,1.52,2012-04-30
Nifty 50,17.99,3.07,1.53,2012-05-02
Nifty 50,17.81,3.04,1.54,2012-05-03
Nifty 50,17.45,2.98,1.57,2012-05-04
Nifty 50,17.54,3.00,1.56,2012-05-07
Nifty 50,17.15,2.93,1.60,2012-05-08
Nifty 50,17.03,2.92,1.61,2012-05-09
Nifty 50,17.00,2.91,1.61,2012-05-10
Nifty 50,16.87,2.89,1.62,2012-05-11
Nifty 50,16.95,2.88,1.63,2012-05-14
Nifty 50,17.04,2.90,1.62,2012-05-15
Nifty 50,16.74,2.85,1.64,2012-05-16
Nifty 50,16.78,2.86,1.64,2012-05-17
Nifty 50,16.85,2.87,1.63,2012-05-18
Nifty 50,16.62,2.88,1.63,2012-05-21
Nifty 50,16.46,2.85,1.64,2012-05-22
Nifty 50,16.38,2.84,1.65,2012-05-23
Nifty 50,16.69,2.89,1.62,2012-05-24
Nifty 50,16.68,2.89,1.62,2012-05-25
Nifty 50,16.90,2.93,1.60,2012-05-28
Nifty 50,16.90,2.93,1.60,2012-05-29
Nifty 50,16.75,2.90,1.65,2012-05-30
Nifty 50,16.66,2.89,1.66,2012-05-31
Nifty 50,16.36,2.84,1.69,2012-06-01
Nifty 50,16.28,2.84,1.68,2012-06-04
Nifty 50,16.33,2.80,1.68,2012-06-05
Nifty 50,16.78,2.86,1.60,2012-06-06
Nifty 50,16.96,2.89,1.58,2012-06-07
Nifty 50,16.83,2.90,1.58,2012-06-08
Nifty 50,16.79,2.89,1.58,2012-06-11
Nifty 50,16.99,2.93,1.56,2012-06-12
Nifty 50,16.99,2.93,1.56,2012-06-13
Nifty 50,16.77,2.89,1.58,2012-06-14
Nifty 50,17.05,2.94,1.55,2012-06-15
Nifty 50,16.80,2.90,1.58,2012-06-18
Nifty 50,16.93,2.92,1.57,2012-06-19
Nifty 50,16.98,2.93,1.56,2012-06-20
Nifty 50,17.13,2.96,1.55,2012-06-21
Nifty 50,17.07,2.94,1.55,2012-06-22
Nifty 50,16.96,2.93,1.56,2012-06-25
Nifty 50,16.99,2.93,1.56,2012-06-26
Nifty 50,17.06,2.94,1.55,2012-06-27
Nifty 50,17.08,2.95,1.55,2012-06-28
Nifty 50,17.51,3.02,1.51,2012-06-29
Nifty 50,17.51,3.02,1.51,2012-07-02
Nifty 50,17.54,3.03,1.51,2012-07-03
Nifty 50,17.59,3.03,1.51,2012-07-04
Nifty 50,17.67,3.05,1.50,2012-07-05
Nifty 50,17.64,3.04,1.50,2012-07-06
Nifty 50,17.50,3.02,1.51,2012-07-09
Nifty 50,17.74,3.06,1.49,2012-07-10
Nifty 50,17.61,3.04,1.51,2012-07-11
Nifty 50,17.37,3.00,1.53,2012-07-12
Nifty 50,17.20,2.99,1.53,2012-07-13
Nifty 50,17.05,2.98,1.54,2012-07-16
Nifty 50,17.04,2.97,1.54,2012-07-17
Nifty 50,17.11,2.99,1.53,2012-07-18
Nifty 50,17.18,3.00,1.52,2012-07-19
Nifty 50,17.08,2.98,1.53,2012-07-20
Nifty 50,16.90,2.93,1.56,2012-07-23
Nifty 50,16.86,2.94,1.56,2012-07-24
Nifty 50,16.80,2.89,1.58,2012-07-25
Nifty 50,16.62,2.85,1.60,2012-07-26
Nifty 50,16.68,2.89,1.58,2012-07-27
Nifty 50,17.00,2.94,1.55,2012-07-30
Nifty 50,17.09,2.96,1.54,2012-07-31
Nifty 50,17.13,2.97,1.54,2012-08-01
Nifty 50,17.07,2.96,1.54,2012-08-02
Nifty 50,17.03,2.95,1.54,2012-08-03
Nifty 50,17.25,2.99,1.52,2012-08-06
Nifty 50,17.43,3.02,1.51,2012-08-07
Nifty 50,17.43,3.02,1.51,2012-08-08
Nifty 50,17.35,3.01,1.51,2012-08-09
Nifty 50,17.34,3.01,1.51,2012-08-10
Nifty 50,17.51,3.03,1.50,2012-08-13
Nifty 50,17.88,3.04,1.52,2012-08-14
Nifty 50,17.97,2.99,1.51,2012-08-16
Nifty 50,17.97,2.92,1.54,2012-08-17
Nifty 50,18.19,2.95,1.53,2012-08-21
Nifty 50,18.16,2.95,1.53,2012-08-22
Nifty 50,18.17,2.95,1.53,2012-08-23
Nifty 50,18.07,2.94,1.54,2012-08-24
Nifty 50,17.95,2.92,1.55,2012-08-27
Nifty 50,17.90,2.91,1.55,2012-08-28
Nifty 50,17.74,2.88,1.56,2012-08-29
Nifty 50,17.83,2.90,1.56,2012-08-30
Nifty 50,17.64,2.87,1.57,2012-08-31
Nifty 50,17.63,2.86,1.58,2012-09-03
Nifty 50,17.69,2.87,1.57,2012-09-04
Nifty 50,17.53,2.85,1.58,2012-09-05
Nifty 50,17.58,2.85,1.58,2012-09-06
Nifty 50,17.92,2.91,1.55,2012-09-07
Nifty 50,17.98,2.92,1.54,2012-09-08
Nifty 50,17.99,2.92,1.54,2012-09-10
Nifty 50,18.11,2.94,1.53,2012-09-11
Nifty 50,18.24,2.96,1.52,2012-09-12
Nifty 50,18.26,2.97,1.52,2012-09-13
Nifty 50,18.74,3.04,1.48,2012-09-14
Nifty 50,18.85,3.06,1.47,2012-09-17
Nifty 50,18.81,3.06,1.48,2012-09-18
Nifty 50,18.66,3.03,1.49,2012-09-20
Nifty 50,19.12,3.10,1.45,2012-09-21
Nifty 50,19.05,3.09,1.46,2012-09-24
Nifty 50,19.06,3.10,1.46,2012-09-25
Nifty 50,19.02,3.09,1.46,2012-09-26
Nifty 50,18.98,3.06,1.46,2012-09-27
Nifty 50,19.17,3.18,1.42,2012-09-28
Nifty 50,19.22,3.19,1.41,2012-10-01
Nifty 50,19.27,3.19,1.41,2012-10-03
Nifty 50,19.45,3.20,1.40,2012-10-04
Nifty 50,19.32,3.18,1.41,2012-10-05
Nifty 50,19.08,3.14,1.43,2012-10-08
Nifty 50,19.18,3.16,1.42,2012-10-09
Nifty 50,19.00,3.13,1.43,2012-10-10
Nifty 50,19.19,3.16,1.42,2012-10-11
Nifty 50,19.00,3.14,1.43,2012-10-12
Nifty 50,19.04,3.15,1.42,2012-10-15
Nifty 50,18.86,3.11,1.41,2012-10-16
Nifty 50,18.88,3.11,1.40,2012-10-17
Nifty 50,19.07,3.14,1.39,2012-10-18
Nifty 50,18.94,3.12,1.40,2012-10-19
Nifty 50,18.88,3.14,1.39,2012-10-22
Nifty 50,18.77,3.11,1.42,2012-10-23
Nifty 50,18.81,3.09,1.41,2012-10-25
Nifty 50,18.57,3.06,1.42,2012-10-26
Nifty 50,18.58,3.06,1.42,2012-10-29
Nifty 50,18.36,3.02,1.44,2012-10-30
Nifty 50,18.40,3.03,1.44,2012-10-31
Nifty 50,18.46,3.05,1.43,2012-11-01
Nifty 50,18.60,3.08,1.42,2012-11-02
Nifty 50,18.62,3.06,1.43,2012-11-05
Nifty 50,18.66,3.07,1.43,2012-11-06
Nifty 50,18.78,3.08,1.43,2012-11-07
Nifty 50,18.61,3.06,1.43,2012-11-08
Nifty 50,18.43,3.03,1.45,2012-11-09
Nifty 50,17.95,3.02,1.44,2012-11-12
Nifty 50,17.90,3.02,1.45,2012-11-13
Nifty 50,17.78,3.00,1.45,2012-11-15
Nifty 50,17.62,2.97,1.47,2012-11-16
Nifty 50,17.61,2.97,1.47,2012-11-19
Nifty 50,17.61,2.97,1.47,2012-11-20
Nifty 50,17.74,2.99,1.46,2012-11-21
Nifty 50,17.79,3.00,1.46,2012-11-22
Nifty 50,17.78,2.99,1.46,2012-11-23
Nifty 50,17.82,3.00,1.45,2012-11-26
Nifty 50,18.11,3.04,1.43,2012-11-27
Nifty 50,18.42,3.09,1.41,2012-11-29
Nifty 50,18.59,3.12,1.40,2012-11-30
Nifty 50,18.56,3.11,1.40,2012-12-03
Nifty 50,18.62,3.12,1.40,2012-12-04
Nifty 50,18.66,3.13,1.40,2012-12-05
Nifty 50,18.75,3.15,1.39,2012-12-06
Nifty 50,18.68,3.13,1.40,2012-12-07
Nifty 50,18.69,3.14,1.40,2012-12-10
Nifty 50,18.66,3.13,1.40,2012-12-11
Nifty 50,18.62,3.12,1.40,2012-12-12
Nifty 50,18.51,3.11,1.41,2012-12-13
Nifty 50,18.60,3.12,1.40,2012-12-14
Nifty 50,18.53,3.11,1.41,2012-12-17
Nifty 50,18.65,3.13,1.40,2012-12-18
Nifty 50,18.76,3.15,1.39,2012-12-19
Nifty 50,18.71,3.14,1.39,2012-12-20
Nifty 50,18.50,3.10,1.41,2012-12-21
Nifty 50,18.52,3.11,1.41,2012-12-24
Nifty 50,18.68,3.13,1.40,2012-12-26
Nifty 50,18.57,3.12,1.40,2012-12-27
Nifty 50,18.69,3.14,1.40,2012-12-28
Nifty 50,18.68,3.13,1.40,2012-12-31
Nifty 50,18.82,3.16,1.39,2013-01-01
Nifty 50,18.96,3.18,1.38,2013-01-02
Nifty 50,19.01,3.19,1.37,2013-01-03
Nifty 50,19.03,3.19,1.37,2013-01-04
Nifty 50,18.94,3.18,1.38,2013-01-07
Nifty 50,18.98,3.19,1.37,2013-01-08
Nifty 50,18.89,3.17,1.38,2013-01-09
Nifty 50,18.88,3.17,1.38,2013-01-10
Nifty 50,18.82,3.16,1.39,2013-01-11
Nifty 50,19.05,3.20,1.37,2013-01-14
Nifty 50,19.12,3.21,1.36,2013-01-15
Nifty 50,18.95,3.19,1.37,2013-01-16
Nifty 50,19.07,3.21,1.36,2013-01-17
Nifty 50,19.01,3.22,1.36,2013-01-18
Nifty 50,18.97,3.23,1.36,2013-01-21
Nifty 50,18.75,3.21,1.36,2013-01-22
Nifty 50,18.76,3.21,1.36,2013-01-23
Nifty 50,18.60,3.19,1.37,2013-01-24
Nifty 50,18.77,3.22,1.36,2013-01-25
Nifty 50,18.75,3.22,1.36,2013-01-28
Nifty 50,18.67,3.21,1.36,2013-01-29
Nifty 50,18.66,3.21,1.36,2013-01-30
Nifty 50,18.50,3.20,1.37,2013-01-31
Nifty 50,18.42,3.18,1.37,2013-02-01
Nifty 50,18.43,3.18,1.38,2013-02-04
Nifty 50,18.33,3.16,1.38,2013-02-05
Nifty 50,18.34,3.16,1.38,2013-02-06
Nifty 50,18.27,3.15,1.39,2013-02-07
Nifty 50,18.16,3.13,1.40,2013-02-08
Nifty 50,18.17,3.13,1.40,2013-02-11
Nifty 50,18.29,3.14,1.39,2013-02-12
Nifty 50,18.33,3.15,1.39,2013-02-13
Nifty 50,18.27,3.13,1.40,2013-02-14
Nifty 50,18.21,3.13,1.40,2013-02-15
Nifty 50,18.27,3.14,1.39,2013-02-18
Nifty 50,18.52,3.16,1.38,2013-02-19
Nifty 50,18.61,3.16,1.38,2013-02-20
Nifty 50,18.32,3.11,1.40,2013-02-21
Nifty 50,18.28,3.11,1.41,2013-02-22
Nifty 50,18.29,3.11,1.40,2013-02-25
Nifty 50,18.00,3.06,1.43,2013-02-26
Nifty 50,17.98,3.08,1.42,2013-02-27
Nifty 50,17.66,3.03,1.44,2013-02-28
Nifty 50,17.74,3.04,1.44,2013-03-01
Nifty 50,17.67,3.03,1.44,2013-03-04
Nifty 50,17.94,3.08,1.42,2013-03-05
Nifty 50,18.05,3.10,1.41,2013-03-06
Nifty 50,18.19,3.12,1.40,2013-03-07
Nifty 50,18.44,3.16,1.38,2013-03-08
Nifty 50,18.37,3.15,1.39,2013-03-11
Nifty 50,18.28,3.13,1.40,2013-03-12
Nifty 50,18.09,3.10,1.41,2013-03-13
Nifty 50,18.26,3.13,1.40,2013-03-14
Nifty 50,18.15,3.11,1.41,2013-03-15
Nifty 50,18.04,3.09,1.42,2013-03-18
Nifty 50,17.76,3.04,1.44,2013-03-19
Nifty 50,17.60,3.01,1.45,2013-03-20
Nifty 50,17.49,3.00,1.46,2013-03-21
Nifty 50,17.47,2.99,1.46,2013-03-22
Nifty 50,17.41,2.98,1.47,2013-03-25
Nifty 50,17.44,2.98,1.47,2013-03-26
Nifty 50,17.57,3.01,1.46,2013-03-28
Nifty 50,17.51,3.01,1.46,2013-04-01
Nifty 50,17.64,3.03,1.44,2013-04-02
Nifty 50,17.41,2.99,1.46,2013-04-03
Nifty 50,17.11,2.94,1.49,2013-04-04
Nifty 50,17.04,2.93,1.49,2013-04-05
Nifty 50,17.01,2.92,1.50,2013-04-08
Nifty 50,16.86,2.90,1.51,2013-04-09
Nifty 50,17.06,2.93,1.49,2013-04-10
Nifty 50,17.17,2.95,1.48,2013-04-11
Nifty 50,16.96,2.91,1.50,2013-04-12
Nifty 50,17.08,2.93,1.49,2013-04-15
Nifty 50,17.45,3.00,1.46,2013-04-16
Nifty 50,17.31,3.00,1.46,2013-04-17
Nifty 50,17.60,3.05,1.44,2013-04-18
Nifty 50,17.76,3.07,1.42,2013-04-22
Nifty 50,17.76,3.08,1.42,2013-04-23
Nifty 50,18.00,3.12,1.40,2013-04-25
Nifty 50,17.73,3.09,1.41,2013-04-26
Nifty 50,17.78,3.11,1.41,2013-04-29
Nifty 50,17.85,3.13,1.40,2013-04-30
Nifty 50,18.05,3.16,1.38,2013-05-02
Nifty 50,17.89,3.13,1.40,2013-05-03
Nifty 50,17.97,3.15,1.39,2013-05-06
Nifty 50,18.19,3.19,1.37,2013-05-07
Nifty 50,18.20,3.20,1.37,2013-05-08
Nifty 50,18.11,3.19,1.37,2013-05-09
Nifty 50,18.22,3.21,1.36,2013-05-10
Nifty 50,18.26,3.22,1.36,2013-05-11
Nifty 50,17.79,3.15,1.39,2013-05-13
Nifty 50,17.88,3.16,1.38,2013-05-14
Nifty 50,18.33,3.24,1.35,2013-05-15
Nifty 50,18.33,3.25,1.35,2013-05-16
Nifty 50,18.38,3.26,1.34,2013-05-17
Nifty 50,18.37,3.25,1.35,2013-05-20
Nifty 50,18.24,3.22,1.36,2013-05-21
Nifty 50,18.15,3.21,1.36,2013-05-22
Nifty 50,17.77,3.15,1.39,2013-05-23
Nifty 50,17.88,3.15,1.39,2013-05-24
Nifty 50,18.19,3.21,1.36,2013-05-27
Nifty 50,18.25,3.22,1.36,2013-05-28
Nifty 50,18.31,3.22,1.36,2013-05-29
Nifty 50,18.37,3.23,1.36,2013-05-30
Nifty 50,17.95,3.16,1.39,2013-05-31
Nifty 50,17.81,3.13,1.40,2013-06-03
Nifty 50,17.75,3.12,1.40,2013-06-04
Nifty 50,17.77,3.12,1.40,2013-06-05
Nifty 50,17.89,3.12,1.40,2013-06-06
Nifty 50,17.76,3.10,1.41,2013-06-07
Nifty 50,17.73,3.10,1.41,2013-06-10
Nifty 50,17.47,3.06,1.43,2013-06-11
Nifty 50,17.38,3.04,1.44,2013-06-12
Nifty 50,17.20,3.01,1.45,2013-06-13
Nifty 50,17.53,3.07,1.43,2013-06-14
Nifty 50,17.75,3.09,1.42,2013-06-17
Nifty 50,17.64,3.07,1.43,2013-06-18
Nifty 50,17.68,3.07,1.42,2013-06-19
Nifty 50,17.17,2.99,1.47,2013-06-20
Nifty 50,17.20,2.99,1.46,2013-06-21
Nifty 50,16.97,2.95,1.48,2013-06-24
Nifty 50,17.03,2.96,1.48,2013-06-25
Nifty 50,16.96,2.95,1.48,2013-06-26
Nifty 50,17.28,2.98,1.46,2013-06-27
Nifty 50,17.76,3.04,1.43,2013-06-28
Nifty 50,17.96,3.07,1.40,2013-07-01
Nifty 50,17.84,3.05,1.41,2013-07-02
Nifty 50,17.57,2.98,1.42,2013-07-03
Nifty 50,17.77,2.99,1.42,2013-07-04
Nifty 50,17.87,3.00,1.41,2013-07-05
Nifty 50,17.71,2.98,1.42,2013-07-08
Nifty 50,17.85,3.00,1.41,2013-07-09
Nifty 50,17.73,2.98,1.42,2013-07-10
Nifty 50,18.09,3.04,1.39,2013-07-11
Nifty 50,18.31,3.08,1.38,2013-07-12
Nifty 50,18.36,3.09,1.37,2013-07-15
Nifty 50,18.13,3.05,1.39,2013-07-16
Nifty 50,18.18,3.06,1.38,2013-07-17
Nifty 50,18.32,3.09,1.37,2013-07-18
Nifty 50,18.30,3.09,1.37,2013-07-19
Nifty 50,18.23,3.09,1.37,2013-07-22
Nifty 50,18.32,3.11,1.36,2013-07-23
Nifty 50,18.03,3.07,1.38,2013-07-24
Nifty 50,17.68,3.02,1.40,2013-07-25
Nifty 50,17.58,3.01,1.40,2013-07-26
Nifty 50,17.31,2.93,1.44,2013-07-29
Nifty 50,17.11,2.85,1.46,2013-07-30
Nifty 50,17.05,2.84,1.47,2013-07-31
Nifty 50,17.03,2.84,1.47,2013-08-01
Nifty 50,16.88,2.81,1.48,2013-08-02
Nifty 50,16.94,2.82,1.48,2013-08-05
Nifty 50,16.51,2.75,1.52,2013-08-06
Nifty 50,16.36,2.73,1.53,2013-08-07
Nifty 50,16.50,2.76,1.51,2013-08-08
Nifty 50,16.59,2.78,1.50,2013-08-12
Nifty 50,16.84,2.82,1.48,2013-08-13
Nifty 50,16.97,2.84,1.47,2013-08-14
Nifty 50,16.35,2.73,1.53,2013-08-16
Nifty 50,15.62,2.68,1.56,2013-08-19
Nifty 50,15.58,2.68,1.56,2013-08-20
Nifty 50,15.30,2.63,1.59,2013-08-21
Nifty 50,15.60,2.68,1.56,2013-08-22
Nifty 50,15.79,2.71,1.54,2013-08-23
Nifty 50,15.80,2.71,1.54,2013-08-26
Nifty 50,15.24,2.62,1.59,2013-08-27
Nifty 50,15.23,2.62,1.60,2013-08-28
Nifty 50,15.59,2.68,1.56,2013-08-29
Nifty 50,15.77,2.71,1.54,2013-08-30
Nifty 50,16.00,2.75,1.52,2013-09-02
Nifty 50,15.40,2.65,1.58,2013-09-03
Nifty 50,15.70,2.70,1.55,2013-09-04
Nifty 50,16.12,2.77,1.51,2013-09-05
Nifty 50,16.37,2.81,1.48,2013-09-06
Nifty 50,17.14,2.95,1.42,2013-09-10
Nifty 50,17.19,2.96,1.41,2013-09-11
Nifty 50,17.00,2.89,1.44,2013-09-12
Nifty 50,17.00,2.87,1.44,2013-09-13
Nifty 50,16.98,2.85,1.45,2013-09-16
Nifty 50,17.00,2.84,1.45,2013-09-17
Nifty 50,17.15,2.86,1.49,2013-09-18
Nifty 50,17.77,2.95,1.42,2013-09-19
Nifty 50,17.47,2.88,1.47,2013-09-20
Nifty 50,17.12,2.82,1.50,2013-09-23
Nifty 50,17.13,2.79,1.51,2013-09-24
Nifty 50,17.07,2.79,1.55,2013-09-25
Nifty 50,17.10,2.79,1.55,2013-09-26
Nifty 50,17.11,2.82,1.56,2013-09-27
Nifty 50,16.82,2.77,1.56,2013-09-30
Nifty 50,16.95,2.78,1.56,2013-10-01
Nifty 50,17.33,2.82,1.54,2013-10-03
Nifty 50,17.32,2.81,1.56,2013-10-04
Nifty 50,17.32,2.81,1.56,2013-10-07
Nifty 50,17.38,2.82,1.56,2013-10-08
Nifty 50,17.62,2.86,1.54,2013-10-09
Nifty 50,17.66,2.86,1.53,2013-10-10
Nifty 50,17.88,2.90,1.52,2013-10-11
Nifty 50,17.94,2.91,1.51,2013-10-14
Nifty 50,17.85,2.90,1.52,2013-10-15
Nifty 50,17.63,2.88,1.53,2013-10-17
Nifty 50,18.02,2.95,1.49,2013-10-18
Nifty 50,18.07,2.96,1.49,2013-10-21
Nifty 50,18.01,2.95,1.49,2013-10-22
Nifty 50,17.83,2.93,1.49,2013-10-23
Nifty 50,17.79,2.93,1.50,2013-10-24
Nifty 50,17.73,2.92,1.50,2013-10-25
Nifty 50,17.61,2.90,1.51,2013-10-28
Nifty 50,17.95,2.95,1.48,2013-10-29
Nifty 50,18.04,2.97,1.47,2013-10-30
Nifty 50,18.18,2.99,1.46,2013-10-31
Nifty 50,18.20,3.00,1.46,2013-11-01
Nifty 50,18.23,3.00,1.46,2013-11-03
Nifty 50,18.06,2.97,1.47,2013-11-05
Nifty 50,17.92,2.95,1.48,2013-11-06
Nifty 50,17.78,2.94,1.49,2013-11-07
Nifty 50,17.65,2.92,1.50,2013-11-08
Nifty 50,17.48,2.89,1.52,2013-11-11
Nifty 50,17.31,2.86,1.53,2013-11-12
Nifty 50,17.23,2.85,1.54,2013-11-13
Nifty 50,17.42,2.88,1.52,2013-11-14
Nifty 50,17.76,2.95,1.49,2013-11-18
Nifty 50,17.85,2.95,1.49,2013-11-19
Nifty 50,17.61,2.91,1.51,2013-11-20
Nifty 50,17.26,2.85,1.54,2013-11-21
Nifty 50,17.71,2.85,1.55,2013-11-22
Nifty 50,18.06,2.90,1.52,2013-11-25
Nifty 50,17.94,2.88,1.53,2013-11-26
Nifty 50,18.03,2.88,1.54,2013-11-27
Nifty 50,18.13,2.89,1.53,2013-11-28
Nifty 50,18.38,2.93,1.51,2013-11-29
Nifty 50,18.51,2.95,1.50,2013-12-02
