Index Name,pe,pb,divYield,DATE
Nifty 50,21.89,5.39,1.07,2007-09-21
Nifty 50,22.18,5.26,1.08,2007-09-24
Nifty 50,22.21,5.27,1.08,2007-09-25
Nifty 50,22.21,5.27,1.08,2007-09-26
Nifty 50,22.49,5.33,1.07,2007-09-27
Nifty 50,22.58,5.36,1.06,2007-09-28
Nifty 50,22.79,5.41,1.05,2007-10-01
Nifty 50,23.43,5.56,1.03,2007-10-03
Nifty 50,23.42,5.56,1.03,2007-10-04
Nifty 50,23.62,5.66,1.01,2007-10-05
Nifty 50,23.16,5.55,1.03,2007-10-08
Nifty 50,24.26,5.82,0.99,2007-10-09
Nifty 50,24.78,5.94,0.97,2007-10-10
Nifty 50,25.13,6.03,0.95,2007-10-11
Nifty 50,24.67,5.93,0.97,2007-10-12
Nifty 50,25.77,6.19,0.93,2007-10-15
Nifty 50,25.71,5.90,0.95,2007-10-16
Nifty 50,25.20,5.78,0.97,2007-10-17
Nifty 50,24.33,5.60,1.01,2007-10-18
Nifty 50,23.46,5.45,1.03,2007-10-19
Nifty 50,23.28,5.42,1.04,2007-10-22
Nifty 50,24.53,5.72,0.98,2007-10-23
Nifty 50,24.66,5.75,0.98,2007-10-24
Nifty 50,25.01,5.82,0.97,2007-10-25
Nifty 50,25.57,5.96,0.94,2007-10-26
Nifty 50,26.35,6.18,0.91,2007-10-29
Nifty 50,26.01,6.15,0.92,2007-10-30
Nifty 50,25.74,6.18,0.91,2007-10-31
Nifty 50,25.65,6.15,0.92,2007-11-01
Nifty 50,25.94,6.21,0.91,2007-11-02
Nifty 50,25.57,6.13,0.92,2007-11-05
Nifty 50,25.31,6.06,0.93,2007-11-06
Nifty 50,25.29,6.06,0.93,2007-11-07
Nifty 50,24.92,5.97,0.94,2007-11-08
Nifty 50,24.77,5.93,0.95,2007-11-09
Nifty 50,24.57,5.89,0.96,2007-11-12
Nifty 50,24.92,5.97,0.94,2007-11-13
Nifty 50,25.98,6.22,0.90,2007-11-14
Nifty 50,25.87,6.20,0.91,2007-11-15
Nifty 50,25.86,6.20,0.91,2007-11-16
Nifty 50,25.87,6.20,0.91,2007-11-19
Nifty 50,25.32,6.06,0.93,2007-11-20
Nifty 50,24.35,5.83,0.97,2007-11-21
Nifty 50,24.17,5.79,0.97,2007-11-22
Nifty 50,24.53,5.88,0.96,2007-11-23
Nifty 50,25.07,6.01,0.94,2007-11-26
Nifty 50,24.92,5.98,0.94,2007-11-27
Nifty 50,24.57,5.89,0.96,2007-11-28
Nifty 50,24.65,5.91,0.95,2007-11-29
Nifty 50,25.21,6.05,0.93,2007-11-30
Nifty 50,25.66,6.15,0.91,2007-12-03
Nifty 50,25.63,6.15,0.92,2007-12-04
Nifty 50,25.98,6.23,0.90,2007-12-05
Nifty 50,26.05,6.25,0.90,2007-12-06
Nifty 50,26.14,6.27,0.90,2007-12-07
Nifty 50,26.08,6.26,0.90,2007-12-10
Nifty 50,26.68,6.40,0.88,2007-12-11
Nifty 50,27.69,6.44,0.83,2007-12-12
Nifty 50,27.23,6.33,0.85,2007-12-13
Nifty 50,27.19,6.32,0.85,2007-12-14
Nifty 50,25.97,6.01,0.89,2007-12-17
Nifty 50,25.81,5.97,0.90,2007-12-18
Nifty 50,25.85,5.98,0.89,2007-12-19
Nifty 50,25.92,6.00,0.89,2007-12-20
Nifty 50,26.91,6.23,0.86,2007-12-24
Nifty 50,27.29,6.32,0.85,2007-12-26
Nifty 50,27.36,6.33,0.85,2007-12-27
Nifty 50,27.35,6.33,0.85,2007-12-28
Nifty 50,27.62,6.39,0.84,2007-12-31
Nifty 50,27.64,6.40,0.84,2008-01-01
Nifty 50,27.80,6.43,0.83,2008-01-02
Nifty 50,27.80,6.43,0.83,2008-01-03
Nifty 50,28.23,6.53,0.82,2008-01-04
Nifty 50,28.25,6.54,0.82,2008-01-07
Nifty 50,28.29,6.55,0.82,2008-01-08
Nifty 50,28.22,6.53,0.82,2008-01-09
Nifty 50,27.70,6.41,0.83,2008-01-10
Nifty 50,27.86,6.46,0.83,2008-01-11
Nifty 50,27.89,6.47,0.83,2008-01-14
Nifty 50,27.30,6.33,0.85,2008-01-15
Nifty 50,26.67,6.18,0.87,2008-01-16
Nifty 50,25.47,6.16,0.87,2008-01-17
Nifty 50,24.49,5.94,0.90,2008-01-18
Nifty 50,22.33,5.43,0.99,2008-01-21
Nifty 50,20.96,5.10,1.05,2008-01-22
Nifty 50,22.26,5.42,0.99,2008-01-23
Nifty 50,21.52,5.24,1.02,2008-01-24
Nifty 50,22.88,5.61,0.95,2008-01-25
Nifty 50,22.60,5.52,0.97,2008-01-28
Nifty 50,22.55,5.53,0.97,2008-01-29
Nifty 50,22.02,5.41,0.99,2008-01-30
Nifty 50,21.97,5.38,0.99,2008-01-31
Nifty 50,22.68,5.57,0.96,2008-02-01
Nifty 50,23.31,5.72,0.94,2008-02-04
Nifty 50,23.40,5.74,0.93,2008-02-05
Nifty 50,22.71,5.58,0.96,2008-02-06
Nifty 50,21.90,5.38,1.00,2008-02-07
Nifty 50,21.85,5.36,1.00,2008-02-08
Nifty 50,20.72,5.09,1.05,2008-02-11
Nifty 50,20.64,5.07,1.06,2008-02-12
Nifty 50,21.03,5.16,1.04,2008-02-13
Nifty 50,22.19,5.45,0.98,2008-02-14
Nifty 50,22.62,5.56,0.96,2008-02-15
Nifty 50,22.51,5.53,0.97,2008-02-18
Nifty 50,22.52,5.53,0.97,2008-02-19
Nifty 50,21.98,5.40,0.99,2008-02-20
Nifty 50,22.14,5.44,0.98,2008-02-21
Nifty 50,21.79,5.35,1.00,2008-02-22
Nifty 50,22.17,5.45,0.98,2008-02-25
Nifty 50,22.47,5.52,0.97,2008-02-26
Nifty 50,22.46,5.52,0.97,2008-02-27
Nifty 50,22.53,5.54,0.97,2008-02-28
Nifty 50,22.27,5.47,0.98,2008-02-29
Nifty 50,21.12,5.19,1.03,2008-03-03
Nifty 50,20.74,5.10,1.05,2008-03-04
Nifty 50,20.98,5.16,1.04,2008-03-05
Nifty 50,20.35,5.00,1.07,2008-03-07
Nifty 50,20.47,5.03,1.06,2008-03-10
Nifty 50,20.75,5.10,1.05,2008-03-11
Nifty 50,20.78,5.11,1.05,2008-03-12
Nifty 50,19.72,4.81,1.13,2008-03-13
Nifty 50,20.68,5.10,1.06,2008-03-14
Nifty 50,19.62,4.84,1.12,2008-03-17
Nifty 50,19.75,4.87,1.11,2008-03-18
Nifty 50,19.93,4.91,1.10,2008-03-19
Nifty 50,20.09,4.95,1.09,2008-03-24
Nifty 50,21.25,5.24,1.03,2008-03-25
Nifty 50,21.05,5.19,1.04,2008-03-26
Nifty 50,21.05,5.19,1.04,2008-03-27
Nifty 50,21.54,5.31,1.02,2008-03-28
Nifty 50,20.63,5.09,1.06,2008-03-31
Nifty 50,20.66,5.09,1.06,2008-04-01
Nifty 50,20.72,5.11,1.06,2008-04-02
Nifty 50,20.80,5.13,1.05,2008-04-03
Nifty 50,20.25,4.99,1.08,2008-04-04
Nifty 50,20.75,5.12,1.05,2008-04-07
Nifty 50,20.53,5.06,1.07,2008-04-08
Nifty 50,20.69,5.10,1.06,2008-04-09
Nifty 50,20.63,5.09,1.06,2008-04-10
Nifty 50,20.82,5.13,1.05,2008-04-11
Nifty 50,21.26,5.24,1.03,2008-04-15
Nifty 50,21.29,5.25,1.03,2008-04-16
Nifty 50,21.60,5.33,1.01,2008-04-17
Nifty 50,21.92,5.41,1.00,2008-04-21
Nifty 50,21.80,5.43,0.99,2008-04-22
Nifty 50,21.69,5.40,1.00,2008-04-23
Nifty 50,21.57,5.37,1.00,2008-04-24
Nifty 50,21.96,5.49,0.98,2008-04-25
Nifty 50,21.85,5.47,0.99,2008-04-28
Nifty 50,22.31,5.58,0.97,2008-04-29
Nifty 50,22.17,5.55,0.97,2008-04-30
Nifty 50,22.42,5.62,0.96,2008-05-02
Nifty 50,22.20,5.58,0.97,2008-05-05
Nifty 50,22.02,5.53,0.97,2008-05-06
Nifty 50,21.98,5.52,0.98,2008-05-07
Nifty 50,21.75,5.47,0.99,2008-05-08
Nifty 50,21.32,5.36,1.01,2008-05-09
Nifty 50,21.45,5.39,1.00,2008-05-12
Nifty 50,21.21,5.33,1.01,2008-05-13
Nifty 50,21.44,5.39,1.00,2008-05-14
Nifty 50,21.84,5.50,0.98,2008-05-15
Nifty 50,21.94,5.55,0.97,2008-05-16
Nifty 50,21.72,5.49,0.98,2008-05-20
Nifty 50,21.77,5.50,0.98,2008-05-21
Nifty 50,21.38,5.40,1.00,2008-05-22
Nifty 50,21.03,5.32,1.01,2008-05-23
Nifty 50,20.73,5.01,1.09,2008-05-26
Nifty 50,20.67,5.00,1.09,2008-05-27
Nifty 50,20.92,5.06,1.08,2008-05-28
Nifty 50,20.59,4.97,1.10,2008-05-29
Nifty 50,20.74,5.01,1.09,2008-05-30
Nifty 50,20.17,4.87,1.12,2008-06-02
Nifty 50,20.07,4.85,1.12,2008-06-03
Nifty 50,19.52,4.71,1.15,2008-06-04
Nifty 50,19.91,4.81,1.13,2008-06-05
Nifty 50,19.70,4.76,1.14,2008-06-06
Nifty 50,19.16,4.63,1.18,2008-06-09
Nifty 50,18.94,4.40,1.22,2008-06-10
Nifty 50,19.25,4.48,1.20,2008-06-11
Nifty 50,19.32,4.49,1.20,2008-06-12
Nifty 50,19.23,4.47,1.20,2008-06-13
Nifty 50,19.46,4.53,1.19,2008-06-16
Nifty 50,19.89,4.60,1.17,2008-06-17
Nifty 50,19.60,4.53,1.19,2008-06-18
Nifty 50,19.26,4.46,1.21,2008-06-19
Nifty 50,18.59,4.30,1.25,2008-06-20
Nifty 50,18.25,4.22,1.27,2008-06-23
Nifty 50,17.91,4.15,1.30,2008-06-24
Nifty 50,18.18,4.21,1.28,2008-06-25
Nifty 50,18.45,4.27,1.26,2008-06-26
Nifty 50,17.67,4.09,1.31,2008-06-27
Nifty 50,17.28,4.00,1.35,2008-06-30
Nifty 50,16.66,3.86,1.40,2008-07-01
Nifty 50,17.50,4.05,1.33,2008-07-02
Nifty 50,16.79,3.89,1.39,2008-07-03
Nifty 50,17.22,3.80,1.37,2008-07-04
Nifty 50,17.28,3.82,1.37,2008-07-07
Nifty 50,17.11,3.78,1.38,2008-07-08
Nifty 50,17.83,3.94,1.32,2008-07-09
Nifty 50,17.85,3.94,1.32,2008-07-10
Nifty 50,17.34,3.83,1.36,2008-07-11
Nifty 50,17.30,3.82,1.36,2008-07-14
Nifty 50,16.53,3.66,1.42,2008-07-15
Nifty 50,16.33,3.61,1.44,2008-07-16
Nifty 50,16.87,3.74,1.39,2008-07-17
Nifty 50,17.49,3.87,1.34,2008-07-18
Nifty 50,17.72,3.94,1.32,2008-07-21
Nifty 50,18.06,4.01,1.30,2008-07-22
Nifty 50,19.06,4.12,1.24,2008-07-23
Nifty 50,18.79,4.08,1.25,2008-07-24
Nifty 50,18.19,3.97,1.28,2008-07-25
Nifty 50,18.20,3.99,1.28,2008-07-28
Nifty 50,17.49,3.85,1.32,2008-07-29
Nifty 50,18.08,3.97,1.28,2008-07-30
Nifty 50,18.22,3.99,1.28,2008-07-31
Nifty 50,18.56,4.06,1.25,2008-08-01
Nifty 50,18.54,4.04,1.26,2008-08-04
Nifty 50,18.99,4.14,1.23,2008-08-05
Nifty 50,19.05,4.16,1.23,2008-08-06
Nifty 50,19.08,4.16,1.22,2008-08-07
Nifty 50,19.10,4.17,1.22,2008-08-08
Nifty 50,19.49,4.25,1.20,2008-08-11
Nifty 50,19.20,4.19,1.22,2008-08-12
Nifty 50,19.10,4.17,1.22,2008-08-13
Nifty 50,18.69,4.08,1.25,2008-08-14
Nifty 50,18.53,4.04,1.26,2008-08-18
Nifty 50,18.43,4.02,1.27,2008-08-19
Nifty 50,18.63,4.06,1.25,2008-08-20
Nifty 50,18.07,3.94,1.29,2008-08-21
Nifty 50,18.25,3.80,1.30,2008-08-22
Nifty 50,18.29,3.80,1.30,2008-08-25
Nifty 50,18.30,3.80,1.30,2008-08-26
Nifty 50,18.10,3.77,1.31,2008-08-27
Nifty 50,17.81,3.70,1.33,2008-08-28
Nifty 50,18.43,3.83,1.29,2008-08-29
Nifty 50,18.38,3.82,1.29,2008-09-01
Nifty 50,19.03,3.96,1.24,2008-09-02
Nifty 50,18.80,3.91,1.26,2008-09-04
Nifty 50,18.39,3.83,1.29,2008-09-05
Nifty 50,18.94,3.94,1.25,2008-09-08
Nifty 50,18.90,3.93,1.25,2008-09-09
Nifty 50,18.88,3.94,1.26,2008-09-10
Nifty 50,18.41,3.84,1.29,2008-09-11
Nifty 50,18.14,3.79,1.31,2008-09-12
Nifty 50,17.50,3.65,1.36,2008-09-15
Nifty 50,17.51,3.66,1.35,2008-09-16
Nifty 50,17.22,3.60,1.38,2008-09-17
Nifty 50,17.35,3.36,1.41,2008-09-18
Nifty 50,18.24,3.53,1.34,2008-09-19
Nifty 50,18.15,3.52,1.35,2008-09-22
Nifty 50,17.73,3.44,1.38,2008-09-23
Nifty 50,17.88,3.46,1.37,2008-09-24
Nifty 50,17.66,3.42,1.38,2008-09-25
Nifty 50,17.12,3.32,1.43,2008-09-26
Nifty 50,16.54,3.21,1.48,2008-09-29
Nifty 50,16.85,3.26,1.45,2008-09-30
Nifty 50,16.98,3.29,1.44,2008-10-01
Nifty 50,16.41,3.18,1.49,2008-10-03
Nifty 50,15.48,3.00,1.58,2008-10-06
Nifty 50,15.50,3.00,1.58,2008-10-07
Nifty 50,15.10,2.93,1.62,2008-10-08
Nifty 50,14.07,2.73,1.73,2008-10-10
Nifty 50,14.97,2.91,1.63,2008-10-13
Nifty 50,15.09,2.93,1.62,2008-10-14
Nifty 50,14.31,2.78,1.70,2008-10-15
Nifty 50,14.01,2.72,1.74,2008-10-16
Nifty 50,13.15,2.56,1.85,2008-10-17
Nifty 50,13.47,2.62,1.81,2008-10-20
Nifty 50,13.92,2.72,1.74,2008-10-21
Nifty 50,13.18,2.57,1.84,2008-10-22
Nifty 50,12.66,2.47,1.92,2008-10-23
Nifty 50,10.99,2.17,2.18,2008-10-24
Nifty 50,10.68,2.12,2.24,2008-10-27
Nifty 50,11.36,2.25,2.10,2008-10-28
Nifty 50,11.42,2.26,2.09,2008-10-29
Nifty 50,12.57,2.42,1.96,2008-10-31
Nifty 50,13.33,2.56,1.85,2008-11-03
Nifty 50,13.76,2.64,1.80,2008-11-04
Nifty 50,13.11,2.51,1.88,2008-11-05
Nifty 50,12.66,2.43,1.95,2008-11-06
Nifty 50,13.02,2.50,1.90,2008-11-07
Nifty 50,13.78,2.64,1.79,2008-11-10
Nifty 50,12.87,2.47,1.92,2008-11-11
Nifty 50,12.48,2.39,1.98,2008-11-12
Nifty 50,12.31,2.36,2.01,2008-11-14
Nifty 50,12.26,2.35,2.01,2008-11-17
Nifty 50,11.75,2.25,2.11,2008-11-18
Nifty 50,11.54,2.21,2.14,2008-11-19
Nifty 50,11.18,2.15,2.21,2008-11-20
Nifty 50,11.80,2.26,2.10,2008-11-21
Nifty 50,11.86,2.28,2.09,2008-11-24
Nifty 50,11.63,2.23,2.13,2008-11-25
Nifty 50,12.06,2.31,2.05,2008-11-26
Nifty 50,12.08,2.32,2.05,2008-11-28
Nifty 50,11.76,2.25,2.11,2008-12-01
Nifty 50,11.65,2.23,2.13,2008-12-02
Nifty 50,11.64,2.23,2.13,2008-12-03
Nifty 50,12.22,2.34,2.03,2008-12-04
Nifty 50,11.90,2.24,2.08,2008-12-05
Nifty 50,12.20,2.30,2.03,2008-12-08
Nifty 50,12.84,2.42,1.93,2008-12-10
Nifty 50,12.80,2.41,1.94,2008-12-11
Nifty 50,12.81,2.41,1.93,2008-12-12
Nifty 50,13.07,2.46,1.90,2008-12-15
Nifty 50,13.33,2.51,1.86,2008-12-16
Nifty 50,12.95,2.44,1.91,2008-12-17
Nifty 50,13.42,2.53,1.85,2008-12-18
Nifty 50,13.49,2.54,1.84,2008-12-19
Nifty 50,13.32,2.51,1.86,2008-12-22
Nifty 50,13.01,2.45,1.90,2008-12-23
Nifty 50,12.79,2.41,1.94,2008-12-24
Nifty 50,12.52,2.36,1.98,2008-12-26
Nifty 50,12.81,2.41,1.93,2008-12-29
Nifty 50,13.06,2.46,1.90,2008-12-30
Nifty 50,12.97,2.44,1.91,2008-12-31
Nifty 50,13.30,2.50,1.86,2009-01-01
Nifty 50,13.36,2.51,1.85,2009-01-02
Nifty 50,13.68,2.58,1.81,2009-01-05
Nifty 50,13.64,2.57,1.82,2009-01-06
Nifty 50,12.80,2.41,1.93,2009-01-07
Nifty 50,12.59,2.37,1.97,2009-01-09
Nifty 50,12.32,2.31,2.02,2009-01-12
Nifty 50,12.16,2.28,2.04,2009-01-13
Nifty 50,12.56,2.36,1.98,2009-01-14
Nifty 50,12.10,2.28,2.05,2009-01-15
Nifty 50,12.51,2.35,1.98,2009-01-16
Nifty 50,12.58,2.37,1.97,2009-01-19
Nifty 50,12.36,2.33,2.00,2009-01-20
Nifty 50,11.97,2.25,2.07,2009-01-21
Nifty 50,11.96,2.26,2.06,2009-01-22
Nifty 50,12.27,2.23,2.09,2009-01-23
Nifty 50,12.67,2.30,2.02,2009-01-27
Nifty 50,13.10,2.37,1.97,2009-01-28
Nifty 50,13.17,2.35,1.98,2009-01-29
Nifty 50,13.40,2.39,1.95,2009-01-30
Nifty 50,13.12,2.30,2.02,2009-02-02
Nifty 50,13.20,2.31,2.01,2009-02-03
Nifty 50,13.29,2.33,2.00,2009-02-04
Nifty 50,13.19,2.31,2.02,2009-02-05
Nifty 50,13.49,2.36,1.97,2009-02-06
Nifty 50,13.86,2.43,1.92,2009-02-09
Nifty 50,13.93,2.44,1.91,2009-02-10
Nifty 50,13.89,2.43,1.91,2009-02-11
Nifty 50,13.73,2.41,1.94,2009-02-12
Nifty 50,14.00,2.45,1.90,2009-02-13
Nifty 50,13.52,2.36,1.97,2009-02-16
Nifty 50,13.15,2.30,2.02,2009-02-17
Nifty 50,13.18,2.30,2.02,2009-02-18
Nifty 50,13.24,2.31,2.01,2009-02-19
Nifty 50,12.99,2.27,2.05,2009-02-20
Nifty 50,12.98,2.27,2.05,2009-02-24
Nifty 50,13.11,2.29,2.03,2009-02-25
Nifty 50,13.22,2.31,2.01,2009-02-26
Nifty 50,13.12,2.29,2.03,2009-02-27
Nifty 50,12.70,2.22,2.09,2009-03-02
Nifty 50,12.45,2.18,2.14,2009-03-03
Nifty 50,12.56,2.19,2.12,2009-03-04
Nifty 50,12.23,2.14,2.17,2009-03-05
Nifty 50,12.44,2.17,2.14,2009-03-06
Nifty 50,12.21,2.14,2.18,2009-03-09
Nifty 50,12.42,2.17,2.14,2009-03-12
Nifty 50,12.91,2.26,2.06,2009-03-13
Nifty 50,13.18,2.30,2.02,2009-03-16
Nifty 50,13.09,2.29,2.03,2009-03-17
Nifty 50,13.27,2.32,2.00,2009-03-18
Nifty 50,13.33,2.33,2.00,2009-03-19
Nifty 50,13.33,2.33,2.00,2009-03-20
Nifty 50,13.96,2.44,1.90,2009-03-23
Nifty 50,13.96,2.44,1.91,2009-03-24
Nifty 50,14.17,2.48,1.88,2009-03-25
Nifty 50,14.64,2.56,1.82,2009-03-26
Nifty 50,14.70,2.57,1.80,2009-03-27
Nifty 50,14.08,2.46,1.88,2009-03-30
Nifty 50,14.29,2.50,1.85,2009-03-31
Nifty 50,14.49,2.53,1.83,2009-04-01
Nifty 50,15.20,2.66,1.74,2009-04-02
Nifty 50,15.42,2.69,1.72,2009-04-06
Nifty 50,15.82,2.77,1.67,2009-04-08
Nifty 50,15.82,2.77,1.67,2009-04-09
Nifty 50,16.01,2.80,1.65,2009-04-13
Nifty 50,16.45,2.88,1.61,2009-04-15
Nifty 50,15.90,2.79,1.66,2009-04-16
Nifty 50,15.97,2.80,1.65,2009-04-17
Nifty 50,15.94,2.79,1.66,2009-04-20
Nifty 50,15.86,2.78,1.65,2009-04-21
Nifty 50,15.69,2.75,1.67,2009-04-22
Nifty 50,16.12,2.82,1.63,2009-04-23
Nifty 50,16.43,2.87,1.60,2009-04-24
Nifty 50,16.53,2.87,1.60,2009-04-27
Nifty 50,16.02,2.78,1.65,2009-04-28
Nifty 50,16.53,2.87,1.60,2009-04-29
Nifty 50,17.37,3.02,1.52,2009-05-04
Nifty 50,17.40,3.02,1.52,2009-05-05
Nifty 50,17.23,2.99,1.53,2009-05-06
Nifty 50,17.51,3.04,1.51,2009-05-07
Nifty 50,17.21,2.99,1.54,2009-05-08
Nifty 50,16.78,2.93,1.56,2009-05-11
Nifty 50,17.38,3.04,1.51,2009-05-12
Nifty 50,17.17,3.00,1.53,2009-05-13
Nifty 50,16.97,2.97,1.55,2009-05-14
Nifty 50,17.34,3.03,1.51,2009-05-15
Nifty 50,20.41,3.57,1.29,2009-05-18
Nifty 50,20.39,3.57,1.29,2009-05-19
Nifty 50,20.18,3.53,1.30,2009-05-20
Nifty 50,19.85,3.48,1.32,2009-05-21
Nifty 50,19.87,3.50,1.31,2009-05-22
Nifty 50,19.85,3.50,1.31,2009-05-25
Nifty 50,19.29,3.36,1.34,2009-05-26
Nifty 50,20.00,3.49,1.29,2009-05-27
Nifty 50,20.32,3.54,1.27,2009-05-28
Nifty 50,20.82,3.63,1.24,2009-05-29
Nifty 50,20.62,3.69,1.21,2009-06-01
Nifty 50,20.60,3.69,1.22,2009-06-02
Nifty 50,20.62,3.69,1.21,2009-06-03
Nifty 50,20.87,3.73,1.20,2009-06-04
Nifty 50,20.93,3.74,1.20,2009-06-05
Nifty 50,20.21,3.61,1.24,2009-06-08
Nifty 50,20.77,3.71,1.21,2009-06-09
Nifty 50,21.24,3.80,1.18,2009-06-10
Nifty 50,21.16,3.78,1.19,2009-06-11
Nifty 50,20.91,3.72,1.19,2009-06-12
Nifty 50,20.47,3.64,1.22,2009-06-15
Nifty 50,20.63,3.67,1.21,2009-06-16
Nifty 50,19.50,3.56,1.26,2009-06-17
Nifty 50,19.03,3.47,1.29,2009-06-18
Nifty 50,19.31,3.52,1.27,2009-06-19
Nifty 50,18.96,3.46,1.30,2009-06-22
Nifty 50,19.01,3.47,1.29,2009-06-23
Nifty 50,19.22,3.51,1.28,2009-06-24
Nifty 50,19.07,3.46,1.30,2009-06-25
Nifty 50,20.08,3.63,1.14,2009-06-26
Nifty 50,20.25,3.64,1.13,2009-06-29
Nifty 50,19.97,3.56,1.16,2009-06-30
Nifty 50,20.20,3.60,1.15,2009-07-01
Nifty 50,20.23,3.61,1.15,2009-07-02
Nifty 50,20.58,3.67,1.13,2009-07-03
Nifty 50,19.38,3.37,1.22,2009-07-06
Nifty 50,19.55,3.40,1.21,2009-07-07
Nifty 50,18.98,3.30,1.25,2009-07-08
Nifty 50,18.99,3.30,1.25,2009-07-09
Nifty 50,18.58,3.24,1.27,2009-07-10
Nifty 50,18.42,3.22,1.28,2009-07-13
Nifty 50,19.02,3.33,1.23,2009-07-14
Nifty 50,19.58,3.40,1.21,2009-07-15
Nifty 50,19.21,3.40,1.21,2009-07-16
Nifty 50,19.87,3.52,1.17,2009-07-17
Nifty 50,20.44,3.62,1.14,2009-07-20
Nifty 50,20.29,3.59,1.15,2009-07-21
Nifty 50,19.89,3.54,1.17,2009-07-22
Nifty 50,20.27,3.64,1.13,2009-07-23
Nifty 50,20.60,3.67,1.12,2009-07-24
Nifty 50,20.59,3.68,1.12,2009-07-27
Nifty 50,20.30,3.67,1.12,2009-07-28
Nifty 50,20.08,3.63,1.14,2009-07-29
Nifty 50,20.31,3.68,1.12,2009-07-30
Nifty 50,20.68,3.73,1.11,2009-07-31
Nifty 50,21.09,3.79,1.09,2009-08-03
Nifty 50,20.99,3.77,1.09,2009-08-04
Nifty 50,21.05,3.78,1.09,2009-08-05
Nifty 50,20.56,3.69,1.12,2009-08-06
Nifty 50,20.10,3.61,1.14,2009-08-07
Nifty 50,19.90,3.57,1.15,2009-08-10
Nifty 50,20.06,3.60,1.15,2009-08-11
Nifty 50,19.99,3.59,1.15,2009-08-12
Nifty 50,20.66,3.71,1.11,2009-08-13
Nifty 50,20.54,3.58,1.12,2009-08-14
Nifty 50,19.68,3.43,1.17,2009-08-17
Nifty 50,20.00,3.49,1.15,2009-08-18
Nifty 50,19.71,3.44,1.16,2009-08-19
Nifty 50,19.98,3.48,1.15,2009-08-20
Nifty 50,20.31,3.54,1.13,2009-08-21
Nifty 50,20.82,3.63,1.10,2009-08-24
Nifty 50,20.88,3.64,1.10,2009-08-25
Nifty 50,20.97,3.66,1.09,2009-08-26
Nifty 50,21.01,3.67,1.09,2009-08-27
Nifty 50,21.26,3.71,1.08,2009-08-28
Nifty 50,20.94,3.66,1.09,2009-08-31
Nifty 50,20.78,3.63,1.10,2009-09-01
Nifty 50,20.70,3.61,1.11,2009-09-02
Nifty 50,20.63,3.60,1.11,2009-09-03
Nifty 50,21.02,3.67,1.09,2009-09-04
Nifty 50,21.49,3.75,1.07,2009-09-07
Nifty 50,21.59,3.77,1.06,2009-09-08
Nifty 50,21.63,3.78,1.06,2009-09-09
Nifty 50,21.66,3.78,1.06,2009-09-10
Nifty 50,21.70,3.79,1.06,2009-09-11
Nifty 50,21.66,3.78,1.06,2009-09-14
Nifty 50,22.03,3.85,1.04,2009-09-15
Nifty 50,22.33,3.90,1.03,2009-09-16
Nifty 50,22.36,3.90,1.02,2009-09-17
Nifty 50,22.41,3.91,1.02,2009-09-18
Nifty 50,22.61,3.95,1.01,2009-09-22
Nifty 50,22.38,3.68,1.02,2009-09-23
Nifty 50,22.46,3.69,1.02,2009-09-24
Nifty 50,22.33,3.67,1.02,2009-09-25
Nifty 50,22.55,3.70,1.01,2009-09-29
Nifty 50,22.90,3.76,1.00,2009-09-30
Nifty 50,22.89,3.76,1.00,2009-10-01
Nifty 50,22.53,3.70,1.01,2009-10-05
Nifty 50,22.67,3.72,1.01,2009-10-06
Nifty 50,22.48,3.69,1.02,2009-10-07
Nifty 50,22.58,3.71,1.01,2009-10-08
Nifty 50,22.31,3.67,1.02,2009-10-09
Nifty 50,22.80,3.75,1.00,2009-10-12
Nifty 50,22.97,3.79,0.99,2009-10-14
Nifty 50,22.93,3.79,0.99,2009-10-15
Nifty 50,23.08,3.81,0.98,2009-10-16
Nifty 50,23.08,3.81,0.98,2009-10-17
Nifty 50,22.94,3.79,0.99,2009-10-20
Nifty 50,22.71,3.75,1.00,2009-10-21
Nifty 50,22.44,3.73,1.00,2009-10-22
Nifty 50,22.19,3.74,1.00,2009-10-23
Nifty 50,21.96,3.72,1.01,2009-10-26
Nifty 50,21.42,3.63,1.03,2009-10-27
Nifty 50,21.33,3.61,1.04,2009-10-28
Nifty 50,21.00,3.56,1.05,2009-10-29
Nifty 50,20.45,3.53,1.06,2009-10-30
Nifty 50,19.81,3.42,1.10,2009-11-03
Nifty 50,20.45,3.53,1.06,2009-11-04
Nifty 50,20.68,3.57,1.05,2009-11-05
Nifty 50,21.05,3.59,1.04,2009-11-06
Nifty 50,21.50,3.67,1.02,2009-11-09
Nifty 50,21.43,3.65,1.02,2009-11-10
Nifty 50,22.24,3.78,0.98,2009-11-11
Nifty 50,22.02,3.50,1.00,2009-11-12
Nifty 50,22.22,3.54,0.99,2009-11-13
Nifty 50,22.48,3.58,0.98,2009-11-16
Nifty 50,22.50,3.58,0.98,2009-11-17
Nifty 50,22.47,3.58,0.98,2009-11-18
Nifty 50,22.18,3.53,0.99,2009-11-19
Nifty 50,22.46,3.58,0.98,2009-11-20
Nifty 50,22.69,3.61,0.97,2009-11-23
Nifty 50,22.63,3.60,0.97,2009-11-24
Nifty 50,22.71,3.61,0.97,2009-11-25
Nifty 50,22.25,3.54,0.99,2009-11-26
Nifty 50,21.97,3.50,1.00,2009-11-27
Nifty 50,22.37,3.56,0.98,2009-11-30
